Age,Gender,Income,Credit Score,Loan Amount,Years at Current Job,Debt-to-Income Ratio,Assets Value,Number of Dependents,Risk Rating
65,Non-binary,55989,605,,11,0.457414233,162321,3,Low
42,Non-binary,95614,721,48435,0,0.439663759,163223,4,Medium
68,Non-binary,,650,,3,0.379834087,209096,1,High
57,Non-binary,102747,666,24982,4,0.404668652,273017,4,Low
63,Male,116550,637,26266,15,0.413774209,53669,3,Medium
38,Non-binary,93667,734,46700,13,0.365822288,50100,3,Low
40,Male,76354,727,,0,0.163403991,136850,0,Low
68,Female,,663,14939,0,0.476755536,100820,,Medium
67,Female,48231,626,,8,0.181031995,43152,2,Low
61,Male,114094,705,,7,0.196431292,291575,3,Low
33,Male,23934,610,23083,7,0.301930363,228926,2,Low
39,Non-binary,43849,606,42329,11,0.242264997,80095,4,Medium
63,Non-binary,82744,,13060,17,0.241047102,293919,2,Low
41,Non-binary,45710,723,5030,7,0.558574366,,1,Low
33,Female,,633,15139,5,0.504899595,280677,0,Medium
30,Female,45650,635,40588,13,0.221201955,102365,2,Medium
39,Female,103324,651,36782,6,0.584862495,100659,4,Medium
26,Non-binary,89549,777,39465,1,0.144843102,248344,3,Low
36,Male,84808,645,,18,0.22471,52873,0,Low
21,Non-binary,52161,609,44806,17,0.383150233,175584,0,Low
41,Female,80910,663,36202,6,0.591798593,270446,,High
63,Female,72633,,30168,13,0.335273116,78722,2,High
52,Male,36148,632,48241,0,0.54782038,210792,4,Low
54,Female,40760,654,45642,15,0.314943209,25833,2,High
50,Male,106891,,25505,12,0.335787241,253826,0,Medium
44,Female,76963,750,24605,11,0.361234504,153802,0,Medium
43,Female,52580,694,12498,2,0.354638286,49218,1,Low
28,Male,28430,694,,19,0.427879269,91469,1,Low
46,Non-binary,76195,604,41228,8,0.531045465,238096,0,High
46,Male,94174,,29367,11,0.109956165,189352,2,Medium
50,Non-binary,112607,,33709,5,0.413395742,,3,Low
45,Female,76738,690,,18,0.526200672,82041,1,Low
30,Non-binary,57632,,46324,0,0.593338375,251247,4,Low
37,Male,44453,,46113,8,0.133598309,,3,Low
25,Female,,637,43848,1,0.127208209,236984,1,Medium
60,Female,70099,747,32497,19,0.555773217,297603,2,Medium
27,Female,41832,782,41087,15,0.183319662,,1,Low
63,Non-binary,97991,754,29829,18,0.229819044,,2,Low
42,Non-binary,32427,722,18046,2,0.583790803,76643,4,Medium
67,Female,32121,677,11902,6,0.381831305,191393,3,Low
57,Female,56688,603,,9,0.309502968,,1,Low
20,Non-binary,,619,,4,0.37833926,71734,1,Medium
59,Female,82188,,39526,9,0.341121757,237901,0,Low
54,Female,98764,674,17929,0,0.127414835,298502,0,Medium
54,Non-binary,26450,736,,9,0.235211837,258184,3,Low
53,Female,,683,22144,6,0.592334847,210807,1,Low
62,Female,49218,,35915,4,0.202761385,172038,0,High
50,Male,,747,,13,0.36200711,,,Low
65,Male,107457,775,49758,17,0.550457597,211726,1,Low
33,Female,30108,774,5514,13,0.24567643,135934,1,Low
21,Male,38409,744,,0,0.599427293,147305,,Low
60,Male,59612,610,27575,8,0.486583354,180041,1,Low
47,Non-binary,,692,43789,16,0.239378407,,2,Low
55,Male,117792,,5553,16,0.470141665,29932,0,Low
50,Non-binary,,765,45440,11,0.368877924,,3,Low
21,Female,69465,,29574,16,0.495187873,196808,4,Medium
23,Non-binary,87787,713,23484,4,0.527466182,123583,3,Low
30,Non-binary,97222,691,7418,2,0.460302392,53441,3,Medium
40,Non-binary,91602,659,11897,16,0.10107942,99772,4,Low
49,Male,,786,31826,4,0.39892484,71319,2,Low
65,Male,63200,757,41636,2,0.401139566,85954,1,Low
46,Non-binary,,700,33419,18,0.546172318,132416,1,Low
69,Male,43946,662,6044,18,0.264764522,,0,Low
43,Female,95604,766,46237,7,0.228106863,199716,4,Medium
56,Male,54961,624,13330,7,0.449811539,132168,3,Low
27,Non-binary,21265,642,10921,7,0.540828476,146766,0,High
41,Non-binary,45236,,7124,3,0.330850398,211859,0,Low
18,Male,95379,779,10321,9,0.10987282,251490,,Low
36,Male,81585,679,46528,0,0.277683855,95567,2,Low
56,Non-binary,25778,773,30409,6,0.416449631,194156,0,High
57,Non-binary,65630,690,,9,0.285632267,,,Medium
32,Female,106826,668,24754,17,0.540642406,287209,1,Low
18,Female,,733,42928,3,0.311967827,88122,1,Low
21,Male,,610,49449,18,0.150887834,118343,,High
35,Female,31160,634,47147,5,0.440227245,93502,4,Low
50,Non-binary,84091,643,48267,12,0.263451323,265885,1,Medium
62,Male,,699,48587,9,0.571678135,67021,,Low
53,Female,,685,29111,4,0.220916215,107978,2,Medium
47,Non-binary,47201,652,16609,15,0.425765596,198733,3,Low
19,Non-binary,31170,729,18632,14,0.590676625,221662,4,Low
50,Male,29597,696,37711,2,0.397344383,212897,3,Low
47,Non-binary,110710,726,40870,16,0.141671779,249171,1,Low
35,Female,23328,716,10184,1,0.280901578,95115,1,Medium
32,Male,28967,793,41386,18,0.551191856,,0,Low
36,Female,87641,674,41418,16,0.32009916,194096,0,Low
52,Male,32227,700,47674,6,0.351854327,39828,,Medium
36,Male,108087,714,20775,14,0.200333043,261749,2,Low
33,Non-binary,44996,738,5442,16,0.433015432,44497,3,Low
45,Male,,718,6056,19,0.56275486,46878,3,Low
28,Non-binary,81072,741,36087,3,0.281834779,,0,Low
63,Female,46639,679,15687,11,0.377428929,49134,0,Low
55,Male,76152,746,17372,10,0.192145534,175519,2,Low
63,Non-binary,22708,601,49770,18,0.332020169,205962,,Low
39,Female,97384,612,46775,8,0.342823198,,1,Low
58,Male,79789,773,37737,6,0.210493847,51892,,Low
30,Male,,771,,4,0.570656196,257870,3,Low
32,Non-binary,,,33205,13,0.337541194,86415,0,Medium
35,Male,104482,689,32009,17,0.177287974,133845,0,High
22,Male,56507,616,15709,9,0.445939336,182862,3,Medium
30,Non-binary,62988,,45805,6,0.497815239,241518,1,Medium
58,Non-binary,38715,616,36602,9,0.394898441,280173,4,Low
63,Non-binary,56180,714,,2,0.448804913,283705,4,Low
57,Male,27933,,20817,1,0.465605775,,,Low
59,Non-binary,23784,734,21784,15,0.401002167,121736,4,Medium
50,Non-binary,103169,701,39830,5,0.250483408,144829,2,Low
65,Female,68351,699,44230,18,0.162328984,120917,0,Low
56,Non-binary,,,14064,13,0.390752239,180396,2,Medium
51,Non-binary,72620,685,28467,1,0.374714875,181932,4,Low
22,Non-binary,,,31975,13,0.371915121,120213,4,Low
20,Non-binary,,,10030,17,0.563865831,280719,,Low
38,Male,,,24788,0,0.398741915,90959,2,Low
25,Non-binary,79789,688,30286,14,0.320383345,,0,High
32,Non-binary,99008,647,39888,13,0.248100067,68405,,Low
37,Female,39014,680,24157,18,0.393446381,145216,2,Low
45,Female,101109,623,36811,6,0.478583173,,1,Medium
66,Non-binary,55059,689,49733,12,0.543123285,102798,2,High
46,Non-binary,23145,684,46439,17,0.243246581,147416,2,Low
42,Male,102054,753,38443,9,0.433957156,192712,1,Medium
65,Non-binary,55777,783,39855,13,0.416282016,191109,1,Medium
19,Male,66454,,37403,12,0.305045123,149916,3,Medium
51,Female,35577,688,40049,5,0.394210381,29717,2,Low
23,Non-binary,,775,17138,16,0.4000144,,1,Medium
61,Non-binary,91610,,13516,14,0.39973012,115116,4,Low
40,Non-binary,76908,692,43211,9,0.441909185,276380,0,Low
24,Non-binary,107636,647,29516,8,0.258204555,267368,3,Low
47,Non-binary,88225,698,5308,4,0.482363727,299886,0,Low
24,Non-binary,94159,,46264,1,0.185955649,,0,Low
54,Female,53427,742,45897,16,0.381402446,136504,3,Low
59,Male,116422,709,29756,1,0.331790798,152902,,Low
43,Male,54890,675,,12,0.407635219,180890,4,Medium
34,Non-binary,95079,794,48210,17,0.499434909,58602,2,Low
30,Male,,769,31783,5,0.456340256,143713,3,High
45,Non-binary,,754,32731,6,0.343635924,232456,0,Medium
68,Male,64415,675,42448,15,0.577340992,166836,1,Low
19,Female,82150,636,15427,19,0.598763014,288863,0,Low
42,Female,115484,728,30956,12,0.396570883,180666,4,High
37,Non-binary,33890,652,49617,8,0.301008168,271452,0,Low
49,Female,,610,26065,5,0.58784819,284637,2,Low
69,Non-binary,77520,641,,1,0.407096481,167755,0,Low
41,Non-binary,84274,743,6381,18,0.103966871,251976,3,Low
49,Non-binary,109987,,45957,8,0.231140983,71617,3,Low
21,Male,77572,,43877,11,0.418355762,183548,0,Low
50,Male,29566,785,,1,0.184684203,,3,Low
27,Female,22251,758,40162,3,0.430970985,69547,0,Low
37,Non-binary,,710,28569,15,0.177803945,254312,4,Low
62,Female,113565,626,21659,16,0.250296643,235286,,Low
28,Female,50255,789,29281,16,0.21710972,46695,2,Low
59,Non-binary,,780,10752,11,0.266839064,236252,2,Low
50,Female,47050,666,32980,18,0.352979275,153405,0,Low
64,Male,23774,,15489,1,0.170411186,41803,1,High
27,Female,87333,,11275,13,0.248268911,219006,0,Medium
33,Non-binary,,743,13629,13,0.403360395,163732,1,Low
51,Non-binary,117095,635,14535,17,0.120328434,136938,1,Low
34,Female,20238,602,41409,15,0.19356994,281938,2,Low
57,Non-binary,101998,758,,4,0.492749816,60671,3,Low
54,Non-binary,25474,758,48905,15,0.223117296,165600,2,Medium
33,Male,25972,626,8983,0,0.506151273,132115,2,Low
42,Male,40577,719,33279,5,0.147266527,190264,4,Low
53,Non-binary,,787,,19,0.571271106,,4,Low
66,Male,38312,688,30317,0,0.311126212,279106,,Low
32,Non-binary,27121,730,10407,9,0.356731986,211149,4,Low
20,Male,86297,646,40125,16,0.577089863,118394,3,Medium
62,Male,71925,785,47401,4,0.254428959,154928,1,Low
43,Male,38055,,41375,16,0.100161616,139388,3,Low
24,Male,70374,798,37066,16,0.170815285,,0,Medium
55,Male,74306,781,20611,0,0.183701356,266944,1,Low
52,Female,74697,723,,3,0.261508433,172134,0,High
48,Female,88347,664,24756,11,0.238979302,118404,0,Medium
21,Male,,683,33188,10,0.434156301,255123,3,Low
65,Female,103766,671,18382,8,0.263386512,59526,4,Low
61,Male,59288,,5666,16,0.533640969,59156,1,Medium
30,Female,115335,787,16279,14,0.463730885,220939,2,Medium
39,Female,43694,765,43086,2,0.463116733,75996,1,Low
39,Male,95918,628,6896,15,0.113766141,,,Low
38,Non-binary,75420,,48201,10,0.234932869,36734,2,Low
29,Male,83444,673,23711,15,0.475550876,87179,0,High
55,Non-binary,119887,788,22004,15,0.358208224,250296,2,Low
55,Female,31952,754,28092,17,0.298468219,56681,2,Low
32,Non-binary,81724,,15261,7,0.273857016,233348,,Low
52,Male,53978,753,10455,10,0.324660702,162498,,Medium
31,Male,53132,771,9169,10,0.234286778,235711,4,Medium
66,Female,78414,682,45100,5,0.151377815,196274,0,Medium
26,Male,71205,634,24826,4,0.437537818,297951,4,Medium
55,Female,,790,21785,14,0.108813886,255929,3,Low
64,Non-binary,26265,,17567,1,0.585156829,80487,0,Low
67,Female,,751,24292,10,0.153117736,225273,,Medium
50,Non-binary,25050,761,,0,0.195623625,151941,3,Medium
66,Female,37424,613,26067,18,0.242519109,33295,2,Low
63,Male,101298,687,47128,5,0.478893458,155006,3,High
47,Non-binary,,670,33371,18,0.56490698,125063,,Low
32,Female,107287,799,,6,0.35056244,88208,0,Low
20,Female,47571,686,18149,17,0.486520779,166399,,Medium
30,Non-binary,62967,707,47920,18,0.271135905,177269,4,Low
59,Non-binary,116059,,16492,0,0.547462864,,0,Low
50,Female,75943,631,39308,5,0.105779325,90284,,Medium
33,Male,72330,689,45564,0,0.369985115,293696,2,Low
20,Non-binary,,758,,11,0.528578158,114822,4,High
54,Non-binary,53617,662,36498,9,0.422212033,106820,,Medium
35,Non-binary,110312,614,,16,0.345795605,198427,1,Medium
64,Non-binary,25272,710,25841,9,0.193065896,,,Medium
36,Non-binary,113316,655,5215,7,0.534124904,297156,2,Medium
27,Female,,648,21964,17,0.105249151,211033,2,Medium
31,Non-binary,51174,767,19429,18,0.55059888,63753,4,Low
44,Male,85481,604,,16,0.351703516,141582,3,Medium
21,Female,87388,734,21872,15,0.132360174,124230,2,Low
29,Non-binary,72657,753,,0,0.578480936,155213,0,Medium
60,Female,,707,20804,3,0.320826717,93662,0,Low
53,Non-binary,87114,646,15547,7,0.209741966,153909,0,Low
60,Female,61353,611,48460,15,0.293928174,122903,4,Low
69,Male,,672,40145,7,0.103279872,287032,1,Low
29,Female,,759,11965,8,0.39368817,214417,1,Low
59,Non-binary,92681,712,12739,12,0.500606688,129244,3,High
37,Male,47482,604,,3,0.233257073,87381,4,Medium
25,Female,111997,631,,8,0.588535091,175703,2,Low
66,Female,,622,,10,0.434673111,59055,0,Low
35,Male,109848,687,,4,0.412154552,,,Low
36,Non-binary,52726,678,17756,15,0.174964961,175090,3,Medium
24,Non-binary,50312,736,40207,5,0.18404509,39190,1,Low
19,Male,116728,629,,12,0.486849589,59865,0,Low
18,Female,75871,686,21257,3,0.461650384,104447,3,Medium
28,Non-binary,69665,739,21190,5,0.594636867,24963,2,Low
49,Non-binary,60301,618,36565,1,0.54140463,110959,,Low
39,Male,91250,709,9937,4,0.302238338,68879,3,Low
31,Non-binary,34248,636,33197,19,0.219896921,250132,,Low
57,Non-binary,117540,783,,10,0.381923059,235191,1,Low
36,Male,39523,,,2,0.508218924,227584,0,Low
22,Female,94310,642,26306,12,0.361912626,,0,Low
56,Female,,,26834,11,0.36127211,101132,1,Low
31,Male,71591,,42596,18,0.135342121,157066,,High
46,Female,24934,736,,7,0.112570852,,,Low
44,Female,38936,,41743,11,0.170979761,203507,4,High
52,Male,77943,615,10747,12,0.488453598,,4,High
46,Female,34852,616,42472,10,0.509237375,253845,,Medium
52,Non-binary,60794,,,16,0.353828277,51778,4,High
64,Non-binary,86189,765,40107,15,0.484822835,281216,3,Low
46,Female,112556,792,8390,6,0.46251197,260036,2,Medium
34,Male,110439,,27388,12,0.237029279,117620,1,Medium
38,Non-binary,75092,640,24395,7,0.335503649,206526,,High
23,Female,,762,9548,3,0.162088887,,3,Low
56,Male,37705,732,,14,0.374342195,115883,3,Low
43,Male,54136,771,36757,15,0.441684596,247651,3,Low
56,Non-binary,23201,639,25616,17,0.274133939,109879,4,Low
63,Female,85326,713,11520,11,0.444240248,273674,3,High
32,Female,,,,11,0.223829897,,3,Low
58,Male,68522,754,,3,0.461605719,35674,2,Medium
60,Non-binary,21663,623,11968,18,0.307283996,62386,,Low
47,Non-binary,104217,742,23919,19,0.447517721,132413,2,Low
26,Male,52624,,,17,0.210273537,153851,0,Low
56,Male,46898,742,6688,15,0.319492065,257843,1,Low
65,Female,112511,631,18115,0,0.313467999,121211,1,Low
47,Male,36464,679,43920,18,0.254976115,276382,3,Medium
23,Female,108078,,24303,3,0.388756273,130601,2,Low
27,Female,55571,626,44467,3,0.216173941,213997,,Low
48,Male,43268,798,26617,15,0.464648993,191919,2,High
51,Non-binary,98610,,18185,9,0.479788341,226228,2,Low
43,Non-binary,,732,,6,0.118536393,20685,,Low
47,Non-binary,,750,24704,5,0.364057937,189825,,Medium
32,Non-binary,92177,613,,18,0.243450334,34413,3,Low
55,Male,81915,799,8101,11,0.412016654,,2,Low
39,Non-binary,63560,700,,10,0.113726274,121253,,Low
47,Male,109410,,31137,4,0.225751415,90629,2,Medium
43,Female,100331,682,,5,0.39644162,52553,1,Low
63,Male,,768,12775,10,0.231237494,41015,,Medium
67,Female,109102,730,44974,19,0.49611011,,,Medium
48,Female,56451,620,31745,1,0.262545864,,1,Low
60,Female,23830,,,6,0.362483443,190045,1,Low
25,Male,52806,737,41069,18,0.385529019,33365,4,Low
22,Non-binary,32020,609,,9,0.556730012,37294,3,Low
20,Non-binary,78188,746,29479,11,0.395053265,273033,1,Low
64,Male,76088,,13691,16,0.402630173,68365,4,Low
41,Non-binary,32675,,33880,16,0.328533909,,0,Medium
61,Non-binary,102083,,29809,17,0.360166769,147587,,Medium
49,Male,86236,,22470,3,0.129219173,244846,3,Low
31,Non-binary,108294,,46369,10,0.207144414,,3,Low
33,Female,48273,645,48915,15,0.282271962,80048,2,Low
69,Male,47663,673,,4,0.290086524,173953,2,Medium
31,Female,107091,,,18,0.326298842,270891,0,Medium
68,Male,66529,659,37023,11,0.463245517,240320,0,Low
47,Non-binary,104619,663,23798,16,0.284076396,232903,1,Low
45,Female,52556,619,20421,15,0.226847933,295553,4,Low
45,Male,86103,630,,7,0.518351084,139249,0,Low
22,Female,23851,670,45579,6,0.381939506,,,Low
18,Female,,767,,9,0.279315604,125522,2,Low
26,Female,86345,737,32436,11,0.31468893,234889,0,High
62,Non-binary,79921,,17758,9,0.224246176,115303,,High
23,Non-binary,,758,26750,15,0.318855139,264543,1,Medium
68,Male,92780,,14123,4,0.315026046,227801,0,Low
40,Non-binary,63188,676,32493,9,0.440937843,62519,3,Low
30,Male,23646,668,26427,6,0.596793825,118526,2,Low
25,Female,,,33628,4,0.240259968,213423,1,Medium
40,Non-binary,54528,,33545,9,0.209617244,115332,0,Low
25,Female,26218,,20787,15,0.112757819,40990,1,Low
40,Male,58046,653,20601,17,0.129046115,,2,Low
56,Female,73233,727,11863,17,0.337169482,70138,0,Low
33,Male,,730,17190,12,0.163787048,186154,2,Medium
40,Male,112700,682,20811,5,0.271392368,65671,2,High
21,Non-binary,71087,717,34911,0,0.124002017,263621,1,Low
54,Male,114020,755,39926,9,0.422401917,236822,,Low
48,Non-binary,,681,,15,0.187311884,43062,3,Medium
50,Female,37341,716,48808,7,0.528709156,88340,3,Low
46,Female,37189,,24517,9,0.134015264,27436,1,Low
31,Female,40098,625,21459,6,0.214769815,,0,Low
61,Male,33146,763,31914,11,0.14914555,102598,4,Medium
39,Female,53541,749,19931,9,0.591467568,257415,4,Low
50,Male,,646,49640,16,0.171230193,95641,2,Low
30,Female,22806,710,,5,0.552382471,144405,3,Medium
51,Male,60768,713,12033,7,0.265574892,52172,0,Low
32,Male,116529,,39675,11,0.362607784,,,High
41,Female,113993,649,21476,1,0.561799978,112497,1,Low
48,Male,20824,751,48966,2,0.416718222,237789,1,Low
65,Female,33102,605,,2,0.553822682,146447,3,Low
25,Female,109067,644,,10,0.334962997,249985,2,Low
32,Non-binary,,630,37104,3,0.379930963,,3,Low
57,Female,119265,614,23740,19,0.477395296,55151,,Low
65,Female,38733,,26132,19,0.362107229,52829,3,Medium
51,Male,91688,655,,3,0.227401684,,2,Medium
59,Male,39760,645,27612,11,0.356145631,69313,,Medium
52,Female,51087,710,12276,1,0.155693237,,4,Low
44,Non-binary,117731,617,42739,16,0.555569183,94406,2,Medium
27,Non-binary,101738,767,34941,5,0.133589186,231020,1,Low
29,Non-binary,,694,6223,17,0.107267815,168455,1,Medium
40,Male,101617,724,11625,5,0.175075149,148086,2,Low
19,Non-binary,35212,686,13406,17,0.441602928,55959,,High
27,Non-binary,118415,771,27815,13,0.186212532,72207,1,Medium
34,Male,89468,,45449,5,0.595282501,,0,High
58,Non-binary,34870,635,41763,2,0.177865818,93395,1,Medium
39,Female,,717,6757,0,0.424003247,29319,,Medium
66,Male,106483,677,14127,2,0.100135061,209420,2,Medium
51,Female,,711,21161,11,0.534687721,116281,4,Low
26,Male,48080,667,10208,2,0.413709211,206064,1,Medium
60,Female,97627,747,36246,14,0.336593588,44291,,Medium
19,Non-binary,114080,626,18807,19,0.206328628,236533,1,Medium
56,Non-binary,89445,,,13,0.569960437,269782,,Low
59,Non-binary,43424,,11171,17,0.290728025,,3,Low
25,Male,30995,610,,3,0.220531759,279736,1,Low
28,Male,50280,727,34925,4,0.395410577,28148,2,Low
46,Female,48859,,18566,5,0.466286431,172947,4,Low
18,Non-binary,91531,743,21998,14,0.474812435,125177,4,Low
28,Male,29684,662,35015,2,0.31206895,136144,4,Low
44,Female,53521,668,45031,3,0.442396102,233289,0,High
24,Non-binary,75008,711,26250,0,0.206972394,41526,0,Low
31,Non-binary,110574,751,46845,12,0.576823553,187191,1,Low
29,Male,100573,,32600,18,0.40495224,118892,1,High
44,Non-binary,92663,683,18074,5,0.503881626,32276,0,Low
24,Non-binary,77740,674,15103,9,0.417571473,,1,High
52,Non-binary,33764,768,23769,7,0.105852722,249408,1,High
54,Male,117972,685,16528,4,0.536356968,259331,1,Medium
21,Non-binary,41179,,,6,0.390792854,262391,,Low
34,Non-binary,70553,625,,18,0.428834417,116123,,Low
61,Non-binary,43958,710,26355,7,0.174634896,235682,2,Low
64,Female,48906,627,7733,15,0.365550641,73698,3,Low
29,Non-binary,81049,771,25387,10,0.282299406,201283,3,Medium
42,Female,96661,680,22018,15,0.345355761,85541,0,Medium
38,Female,99421,744,29920,6,0.465126438,245233,4,Medium
21,Male,,606,7177,16,0.194913559,63669,0,Low
35,Non-binary,27824,756,,3,0.144471781,,2,Medium
48,Male,61556,797,40132,1,0.459029869,,0,Low
22,Male,33543,675,,19,0.20550151,279731,2,Medium
24,Female,,708,13234,19,0.104395395,251083,0,Low
28,Non-binary,103220,658,31798,16,0.195196518,232285,1,Low
21,Female,48090,721,27065,11,0.397421962,211296,2,High
39,Non-binary,,639,22863,13,0.181917295,,4,Medium
36,Female,45041,744,32764,19,0.351049684,284502,0,Low
53,Male,40703,779,7816,11,0.413084194,75004,2,Low
42,Non-binary,111875,636,40531,16,0.218607509,257561,2,Medium
60,Non-binary,44507,769,45198,8,0.134970604,186454,0,Low
51,Non-binary,,795,34027,17,0.225269554,261728,1,Medium
42,Female,46571,794,7325,3,0.582492306,283096,3,Low
33,Female,37868,718,17251,9,0.35082037,132941,4,Low
23,Female,21865,671,,1,0.103177903,169961,,Low
